name,country,genre,date_of_birth,date_of_death
Agathe Backer Grøndahl,NORWAY,no_info,1847,1907
Kjell Habbestad,NORWAY,no_info,born 1955,
Johan Halvorsen,NORWAY,no_info,1864,1935
Hans Fredrik Jacobsen,NORWAY,no_info,born 1954,
Ståle Kleiberg,NORWAY,no_info,born 1958,
Herman Severin Løvenskiold,NORWAY,no_info,1815,1870
Jan Erik Mikalsen,NORWAY,no_info,born 1979,
Finn Mortensen,NORWAY,no_info,1922,1983
Arne Nordheim,NORWAY,no_info,1931,2010
Rune Rebne,NORWAY,no_info,born 1961,
Christian Sinding,NORWAY,no_info,1856,1941
Johan Svendsen,NORWAY,no_info,1840,1911
Olav Anton Thommessen,NORWAY,no_info,born 1946,
Lasse Thoresen,NORWAY,no_info,born 1949,
Geirr Tveitt,NORWAY,no_info,1908,1981
Fartein Valen,NORWAY,no_info,1887,1952
Jaime Delgado Aparicio,PERU,no_info,1943,1983
Jose Bernardo Alcedo,PERU,no_info,1788,1878
Daniel Alomía Robles,PERU,no_info,1871,1942
Sadiel Cuentas,PERU,no_info,born 1973,
Chabuca Granda,PERU,no_info,1920-1983,
Rafael Leonardo Junchaya,PERU,no_info,born 1965,
Celso Garrido Lecca,PERU,no_info,born 1926,
Jimmy Lopez,PERU,no_info,born 1978,
Clara Petrozzi,PERU,no_info,born 1965,
Felipe Pinglo Alva,PERU,no_info,1899,1936
Jorge Villavicencio Grossmann,PERU,no_info,born 1973,
Middle Ages,POLAND,Classical,,
Wincenty z Kielczy,POLAND,Classical,before 1200-c. 1261,
Mikołaj z Radomia,POLAND,Classical,15th century,
Piotr z Grudziądza,POLAND,Classical,c. 1400-c. 1480,
Sebastian z Felsztyna,POLAND,Classical,c. 1480/1490-after 1543,
Nicolaus Cracoviensis,POLAND,Classical,1st half of the 16th century,
Wacław z Szamotuł,POLAND,Classical,c. 1526-1560,
Mikołaj Gomółka,POLAND,Classical,1535-1591,
Marcin Leopolita,POLAND,Classical,c. 1540-c.1589,
Cyprian Bazylik,POLAND,Classical,c.1535-c. 1600,
Jan z Lublina,POLAND,Classical,late 15th century-1540,
Jakub Polak,POLAND,Classical,1540-1605,
Sebastian Klonowic,POLAND,Classical,c. 1545-1602,
Krzysztof Klabon,POLAND,Classical,c. 1550-after 1616,
Wojciech Długoraj,POLAND,Classical,1557-1619,
Diomedes Cato,POLAND,Classical,c. 1570-c. 1603,
Mikołaj Zieleński,POLAND,Classical,1st half of the 17th century,
Adam Jarzębski,POLAND,Classical,c. 1590-1649,
Franciszek Lilius,POLAND,Classical,c. 1600-1657,
Marcin Mielczewski,POLAND,Classical,1600-1651,
Bartłomiej Pękiel,POLAND,Classical,1633,ca.1670
Jacek Różycki,POLAND,Classical,1625/35-1703/04,
Stanisław Sylwester Szarzyński,POLAND,Classical,prob. 2nd half of the 17th century,
Andrzej Siewiński,POLAND,Classical,died by 1726,
Grzegorz Gerwazy Gorczycki,POLAND,Classical,1665/67-1734,
18th and 19th centuries,POLAND,Classical,,
Michał Kazimierz Ogiński,POLAND,Classical,1728-1800,
Bazyli Bohdanowicz,POLAND,Classical,1740-1817,
Wojciech Żywny,POLAND,Classical,1756-1842,
Antoni Habel,POLAND,Classical,1760-1831,
Michał Kleofas Ogiński,POLAND,Classical,1765-1833,
Ludwig-Wilhelm Tepper de Ferguson,POLAND,Classical,1768-1838,
Józef Ksawery Elsner,POLAND,Classical,1769-1854,
Franciszek Lessel,POLAND,Classical,1780-1838,
Franciszek Ścigalski,POLAND,Classical,1782-1846,
Karol Kurpiński,POLAND,Classical,1785-1857,
Maria Szymanowska,POLAND,Classical,1789-1831,
Karol Lipiński,POLAND,Classical,1790-1861,
Franciszek Mirecki,POLAND,Classical,1791,1862
Eduard Sobolewski,POLAND,Classical,1804-1872,
Jan Nepomucen Bobrowicz,POLAND,Classical,1805-1881,
Ignacy Feliks Dobrzyński,POLAND,Classical,1807-1867,
Mateusz Rudkowski,POLAND,Classical,1809-1887,
Julian Fontana,POLAND,Classical,1810-1869,
Fryderyk Chopin,POLAND,Classical,1810-1849,
Józef Władysław Krogulski,POLAND,Classical,1815-1842,
Stanisław Moniuszko,POLAND,Classical,1819-1872,
Michał Bergson,POLAND,Classical,1820-1898,
Ignacy Krzyżanowski,POLAND,Classical,1826-1905,
Tekla Bądarzewska-Baranowska,POLAND,Classical,1829-1861,
Theodor Leschetizky,POLAND,Classical,1830-1915,
Henryk Wieniawski,POLAND,Classical,1835-1880,
Józef Wieniawski,POLAND,Classical,1837-1912,
Władysław Żeleński,POLAND,Classical,1837-1921,
Zygmunt Noskowski,POLAND,Classical,1846-1909,
Maurycy Moszkowski,POLAND,Classical,1854-1925,
Juliusz Zarębski,POLAND,Classical,1854-1885,
20th century and contemporary,POLAND,Modern/Contemporary,,
Aleksander Michałowski,POLAND,Modern/Contemporary,1851-1938,
Natalia Janotha,POLAND,Modern/Contemporary,1856-1932,
Timothee Adamowski,POLAND,Modern/Contemporary,1858-1943,
Konstanty Gorski,POLAND,Modern/Contemporary,1859-1924,
Roman Statkowski,POLAND,Modern/Contemporary,1859-1925,
Ignacy Jan Paderewski,POLAND,Modern/Contemporary,1864-1941,
Otton Mieczysław Żukowski,POLAND,Modern/Contemporary,1867-1942,
Leopold Godowsky,POLAND,Modern/Contemporary,1870-1938,
Emil Młynarski,POLAND,Modern/Contemporary,1870-1935,
Zygmunt Denis Antoni Jordan de Stojowski,POLAND,Modern/Contemporary,1870-1946,
Witold Maliszewski,POLAND,Modern/Contemporary,1873-1939,
Mieczysław Karłowicz,POLAND,Modern/Contemporary,1876-1909,
Feliks Nowowiejski,POLAND,Modern/Contemporary,1877-1946,
Grzegorz Fitelberg,POLAND,Modern/Contemporary,1879-1953,
Karol Szymanowski,POLAND,Modern/Contemporary,1882-1937,
Ludomir Różycki,POLAND,Modern/Contemporary,1883-1953,
Anna Maria Klechniowska,POLAND,Modern/Contemporary,1888-1973,
Wiktor Labunski,POLAND,Modern/Contemporary,1895-1974,
Jerzy Petersburski,POLAND,Modern/Contemporary,1895-1979,
Józef Koffler,POLAND,Modern/Contemporary,1896-1944,
Bolesław Szabelski,POLAND,Modern/Contemporary,1896-1979,
Tadeusz Szeligowski,POLAND,Modern/Contemporary,1896-1963,
Bolesław Woytowicz,POLAND,Modern/Contemporary,1899-1980,
Alexander Lipsky,POLAND,Modern/Contemporary,1900-1985,
Kazimierz Wiłkomirski,POLAND,Modern/Contemporary,1900-1995,
Bronisław Kaper,POLAND,Modern/Contemporary,1902-1983,
Henryk Wars,POLAND,Modern/Contemporary,1902-1977,
Roman Palester,POLAND,Modern/Contemporary,1907-1989,
Zbigniew Turski,POLAND,Modern/Contemporary,1908-1979,
Grażyna Bacewicz,POLAND,Modern/Contemporary,1909-1969,
Roman Maciejewski,POLAND,Modern/Contemporary,1910-1998,
Stefan Kisielewski,POLAND,Modern/Contemporary,1911-1991,
Władysław Szpilman,POLAND,Modern/Contemporary,1911-2000,
Irena Pfeiffer,POLAND,Modern/Contemporary,1912-1996,
Witold Lutosławski,POLAND,Modern/Contemporary,1913-1994,
Witold Rudziński,POLAND,Modern/Contemporary,1913-2004,
Daniel Sternberg,POLAND,Modern/Contemporary,1913-2000,
Jerzy Wasowski,POLAND,Modern/Contemporary,1913-1984,
Andrzej Panufnik,POLAND,Modern/Contemporary,1914-1991,
Edward Olearczyk,POLAND,Modern/Contemporary,1915-1994,
Mieczysław Weinberg,POLAND,Modern/Contemporary,1919-1996,
Witold Silewicz,POLAND,Modern/Contemporary,1921-2007,
Kazimierz Serocki,POLAND,Modern/Contemporary,1922-1981,
Henryk Czyż,POLAND,Modern/Contemporary,1923,2003
Krystyna Moszumańska-Nazar,POLAND,Modern/Contemporary,1924-2009,
Włodzimierz Kotoński,POLAND,Modern/Contemporary,1925-2014,
Witold Szalonek,POLAND,Modern/Contemporary,1927-2001,
Tadeusz Baird,POLAND,Modern/Contemporary,1928-1981,
Bogusław Schaeffer,POLAND,Modern/Contemporary,born 1929,
Józef Świder,POLAND,Modern/Contemporary,1930-2014,
Krzysztof Komeda,POLAND,Modern/Contemporary,1931-1969,
Andrzej Kurylewicz,POLAND,Modern/Contemporary,1932-2007,
Wojciech Kilar,POLAND,Modern/Contemporary,1932-2013,
Henryk Górecki,POLAND,Modern/Contemporary,1933-2010,
Aleksander Szeligowski,POLAND,Modern/Contemporary,1934-1993,
André Tchaikowsky,POLAND,Modern/Contemporary,1935-1982,
Marek Stachowski,POLAND,Modern/Contemporary,1936-2004,
Marian Sawa,POLAND,Modern/Contemporary,1937-2005,
Zygmunt Konieczny,POLAND,Modern/Contemporary,born 1937,
Zygmunt Krauze,POLAND,Modern/Contemporary,born 1938,
Tomasz Sikorski,POLAND,Modern/Contemporary,1939-1988,
Andrzej Korzyński,POLAND,Modern/Contemporary,born 1940,
Krzysztof Meyer,POLAND,Modern/Contemporary,born 1943,
Joanna Bruzdowicz,POLAND,Modern/Contemporary,born 1943,
Marta Ptaszyńska,POLAND,Modern/Contemporary,born 1943,
Elżbieta Sikora,POLAND,Modern/Contemporary,born 1943,
Paweł Łukaszewski,POLAND,Modern/Contemporary,born 1945,
Grażyna Pstrokońska-Nawratil,POLAND,Modern/Contemporary,born 1947,
Grażyna Krzanowska,POLAND,Modern/Contemporary,born 1952,
Jan A. P. Kaczmarek,POLAND,Modern/Contemporary,born 1953,
Krzesimir Dębski,POLAND,Modern/Contemporary,born 1953,
Paweł Szymański,POLAND,Modern/Contemporary,born 1954,
Zbigniew Preisner,POLAND,Modern/Contemporary,born 1955,
Zbigniew Karkowski,POLAND,Modern/Contemporary,1958-2013,
Piotr Moss,POLAND,Modern/Contemporary,born 1949,
Michał Lorenc,POLAND,Modern/Contemporary,born 1955,
Jan Pogány,POLAND,Modern/Contemporary,born 1960,
Hanna Kulenty,POLAND,Modern/Contemporary,born 1961,
Bettina Skrzypczak,POLAND,Modern/Contemporary,born 1962,
Piotr Rubik,POLAND,Modern/Contemporary,born 1968,
Paweł Mykietyn,POLAND,Modern/Contemporary,born 1971,
Kasia Glowicka,POLAND,Modern/Contemporary,born 1977,
Maciej Zieliński,POLAND,Modern/Contemporary,born 1971,
Marcel Chyrzyński,POLAND,Modern/Contemporary,born 1971,
Abel Korzeniowski,POLAND,Modern/Contemporary,born 1972,
Adam Sztaba,POLAND,Modern/Contemporary,born 1975,
Klaudia Pasternak,POLAND,Modern/Contemporary,born 1980,
Jagoda Szmytka,POLAND,Modern/Contemporary,born 1982,
Pedro de Escobar,PORTUGAL,Classical,c. 1465,after 1535
Cosme Delgado,PORTUGAL,Classical,c. 1530 - 1596,
Vicente Lusitano,PORTUGAL,Classical,d. after 1561,
Bartolomeo Trosylho,PORTUGAL,Classical,1500,1567
Damião de Góis,PORTUGAL,Classical,1502,1574
António Carreira,PORTUGAL,Classical,1520,1597
Diogo Dias Melgás,PORTUGAL,Classical,1538,1600
Pedro de Cristo,PORTUGAL,Classical,1545,1618
Manuel Mendes,PORTUGAL,Classical,1547,1605
Heliodoro de Paiva,PORTUGAL,Classical,fl. 1552,
Manuel Rodrigues Coelho,PORTUGAL,Classical,1555,1635
Duarte Lobo,PORTUGAL,Classical,1565,1646
Manuel Cardoso,PORTUGAL,Classical,1566,1650
Gaspar Fernandes,PORTUGAL,Classical,1566,1629
Estêvão de Brito,PORTUGAL,Classical,1570,1641
Filipe de Magalhães,PORTUGAL,Classical,1571,1652
Manuel Machado,PORTUGAL,Classical,1590,1646
Manuel Correia,PORTUGAL,Classical,1600,1653
King John IV,PORTUGAL,Classical,1603,1656
João Lourenço Rebelo,PORTUGAL,Classical,1610,1665
Filipe da Madre de Deus,PORTUGAL,Classical,1633,1688
King Peter II,PORTUGAL,Classical,1648,1706
"João Rodrigues Esteves,",PORTUGAL,Classical,1700,1751
Carlos Seixas,PORTUGAL,Classical,1704,1742
António Teixeira,PORTUGAL,Classical,1707,after 1769
Frei Jacinto do Sacramento,PORTUGAL,Classical,1712-1780?,
Alberto Joseph Gomes da Silva,PORTUGAL,Classical,v.1713-1795,
Francisco António de Almeida,PORTUGAL,Classical,before 1722,c.1755
João de Sousa Carvalho,PORTUGAL,Classical,1745,1798
José Joaquim dos Santos,PORTUGAL,Classical,? 1747,1801
Classical period,PORTUGAL,Classical,,
Pedro António Avondano,PORTUGAL,Classical,1714,1782
João Pedro de Almeida Mota,PORTUGAL,Classical,1744,1817
João José Baldi,PORTUGAL,Classical,1770,1816
João Domingos Bomtempo,PORTUGAL,Classical,1775,1842
Marcos Portugal,PORTUGAL,Classical,1762,1830
Peter IV of Portugal,PORTUGAL,Classical,1798,1836
Romanticism – early 20th century,PORTUGAL,Classical,,
Manuel Inocêncio Liberato dos Santos,PORTUGAL,Classical,1805,1887
Francisco de Sá Noronha,PORTUGAL,Classical,1820,1881
"José Augusto Ferreira Veiga, Viscount of Arneiro,",PORTUGAL,Classical,1838,1903
Alfredo Keil,PORTUGAL,Classical,1850,1907
José Vianna da Motta,PORTUGAL,Classical,1868,1948
Luís de Freitas Branco,PORTUGAL,Classical,1890,1955
António Fragoso,PORTUGAL,Classical,1897,1918
Eurico Thomaz de Lima,PORTUGAL,Classical,1908,1989
Álvaro Salazar,PORTUGAL,Contemporary,1938,
António Chagas Rosa,PORTUGAL,Contemporary,1960,
António Pinho Vargas,PORTUGAL,Contemporary,1951,
António Victorino de Almeida,PORTUGAL,Contemporary,1940,
Bruno Bizarro,PORTUGAL,Contemporary,1979,
Constança Capdeville,PORTUGAL,Contemporary,1937,1992
Emmanuel Nunes,PORTUGAL,Contemporary,1941,2012
Eurico Carrapatoso,PORTUGAL,Contemporary,1962,
Fernando Corrêa de Oliveira,PORTUGAL,Contemporary,1921,2004
Fernando Lopes Graça,PORTUGAL,Contemporary,1906,1994
Isabel Soveral,PORTUGAL,Contemporary,1961,
Jaime Reis,PORTUGAL,Contemporary,1983,
Joly Braga Santos,PORTUGAL,Contemporary,1924,1988
Jorge Peixinho,PORTUGAL,Contemporary,1940,1995
Luís Tinoco,PORTUGAL,Contemporary,1969,
Pedro Macedo Camacho,PORTUGAL,Contemporary,1979,
Rodrigo Leão,PORTUGAL,Contemporary,1964,
Sérgio Azevedo,PORTUGAL,Contemporary,1968,
Juan F. Acosta,PUERTO RICO,no_info,1890,1968
Esther Alejandro de León,PUERTO RICO,no_info,born 1947,
Mercedes Arias,PUERTO RICO,no_info,c. 1860,1930
Rafael Alers,PUERTO RICO,no_info,1903,1978
Julio Alvarado Tricoche,PUERTO RICO,no_info,1886,1970
Miguel Angel Amadeo,PUERTO RICO,no_info,,
Roberto Angleró,PUERTO RICO,no_info,1929,2018
Henry Arana,PUERTO RICO,no_info,1921,2008
Julio C. Arteaga,PUERTO RICO,no_info,1867,1923
Hugo Asencio,PUERTO RICO,no_info,1942,2004
Julio Bagué,PUERTO RICO,no_info,born 1968,
Samuel Beníquez,PUERTO RICO,no_info,born 1971,
Obie Bermúdez,PUERTO RICO,no_info,born 1981,
Americo Boschetti,PUERTO RICO,no_info,born 1951,
Lou Briel,PUERTO RICO,no_info,born 1954,
Roy Brown,PUERTO RICO,no_info,born 1945,
Antonio Cabán Vale,PUERTO RICO,no_info,born 1942,
Nano Cabrera,PUERTO RICO,no_info,,
Héctor Campos Parsi,PUERTO RICO,no_info,1922,1998
Bobby Capó,PUERTO RICO,no_info,1922,1989
Vicente Carattini,PUERTO RICO,no_info,1939,2005
Andrés Castro Ríos,PUERTO RICO,no_info,1942,2006
Arístides Chavier Arévalo,PUERTO RICO,no_info,1867,1942
Edwin Colón Zayas,PUERTO RICO,no_info,born 1965,
Ernesto Cordero,PUERTO RICO,no_info,born 1946,
Federico A. Cordero,PUERTO RICO,no_info,1928,2012
Tony Croatto,PUERTO RICO,no_info,1940,2005
Bobby Cruz,PUERTO RICO,no_info,born 1937,
Tite Curet Alonso,PUERTO RICO,no_info,1926,2003
Braulio Dueño Colón,PUERTO RICO,no_info,1854,1934
Johnathan Dwayne,PUERTO RICO,no_info,born 1963,
Rafi Escudero,PUERTO RICO,no_info,born 1945,
Noel Estrada,PUERTO RICO,no_info,1918,1979
Cheo Feliciano,PUERTO RICO,no_info,1935,2014
José Feliciano,PUERTO RICO,no_info,born 1945,
Manuel Fernández Juncos,PUERTO RICO,no_info,1846,1928
Pedro Flores,PUERTO RICO,no_info,1894,1979
Luis Fonsi,PUERTO RICO,no_info,born 1978,
Kany García,PUERTO RICO,no_info,born 1982,
Gloria González,PUERTO RICO,no_info,born 1944,
Rafael Hernández Marín,PUERTO RICO,no_info,1892,1965
Harold Hopkins Miranda,PUERTO RICO,no_info,born 1971,
Gustavo Laureano,PUERTO RICO,no_info,born 1970,
Raphy Leavitt,PUERTO RICO,no_info,1948,2015
Gerónimo Lluberas,PUERTO RICO,no_info,1956,2003
Víctor Manuelle,PUERTO RICO,no_info,born 1968,
Ladislao Martínez,PUERTO RICO,no_info,1898,1979
Ismael Miranda,PUERTO RICO,no_info,born 1950,
Ángel Mislan,PUERTO RICO,no_info,1862,1911
Glenn Monroig,PUERTO RICO,no_info,born 1957,
Juan Morel Campos,PUERTO RICO,no_info,1857,1896
Angélica Negrón,PUERTO RICO,no_info,born 1981,
Noelia,PUERTO RICO,no_info,born 1979,
José Nogueras,PUERTO RICO,no_info,born 1951,
William Ortiz-Alvarado,PUERTO RICO,no_info,born 1947,
"Luis ""Perico"" Ortiz",PUERTO RICO,no_info,born 1949,
Olimpio Otero Vergés,PUERTO RICO,no_info,1845,1911
José Enrique Pedreira,PUERTO RICO,no_info,1904,1959
Ángel Peña,PUERTO RICO,no_info,born 1948,
Pijuán,PUERTO RICO,no_info,1942,2018
Miguel Poventud,PUERTO RICO,no_info,1942,1983
Lourdes Pérez,PUERTO RICO,no_info,born 1961,
Ivy Queen,PUERTO RICO,no_info,born 1972,
Sylvia Rexach,PUERTO RICO,no_info,1922,1961
Luciano Quiñones,PUERTO RICO,no_info,born 1948,
Ismael Quintana,PUERTO RICO,no_info,1937,2016
José Ignacio Quintón,PUERTO RICO,no_info,1881,1925
Chamaco Ramírez,PUERTO RICO,no_info,1941,1983
Luis Antonio Ramírez,PUERTO RICO,no_info,1923,1995
Juan Ríos Ovalle,PUERTO RICO,no_info,1863,1928
Tomás Rivera Morales,PUERTO RICO,no_info,1927,2001
Chamaco Rivera,PUERTO RICO,no_info,born 1946,
Ismael Rivera,PUERTO RICO,no_info,1931,1987
Ramón Rivero,PUERTO RICO,no_info,1909,1956
Augusto Rodríguez,PUERTO RICO,no_info,1904,1993
Julito Rodríguez,PUERTO RICO,no_info,1925,2013
Willie Rosario,PUERTO RICO,no_info,born 1930,
Herman Santiago,PUERTO RICO,no_info,born 1941,
Daniel Santos,PUERTO RICO,no_info,1916,1992
Nino Segarra,PUERTO RICO,no_info,born 1953,
Roberto Sierra,PUERTO RICO,no_info,born 1953,
Arturo Somohano,PUERTO RICO,no_info,1910,1977
Manuel Gregorio Tavárez,PUERTO RICO,no_info,1843,1883
Yomo Toro,PUERTO RICO,no_info,1933,2012
Raymond Torres-Santos,PUERTO RICO,no_info,born 1958,
Eladio Torres,PUERTO RICO,no_info,born 1950,
Rawy Torres,PUERTO RICO,no_info,born 1975,
Tommy Torres,PUERTO RICO,no_info,born 1971,
Juan Vélez,PUERTO RICO,no_info,born 1983,
Wilkins,PUERTO RICO,no_info,born 1953,
Liana Alexandra,ROMANIA,no_info,1947,2011
Elena Asachi,ROMANIA,no_info,1789,1877
Esmeralda Athanasiu-Gardeev,ROMANIA,no_info,1834,1917
Ana-Maria Avram,ROMANIA,no_info,1961,
George Balint,ROMANIA,no_info,1961,
Filaret Barbu,ROMANIA,no_info,1903,1984
Pascal Bentoiu,ROMANIA,no_info,1927,2016
Tiberiu Brediceanu,ROMANIA,no_info,1877,1968
Nicolae Bretan,ROMANIA,no_info,1887,1968
Eduard Caudella,ROMANIA,no_info,1841,1924
Sergiu Celibidache,ROMANIA,no_info,1912,1996
Maia Ciobanu,ROMANIA,no_info,1952,
Paul Constantinescu,ROMANIA,no_info,1909,1963
Vladimir Cosma,ROMANIA,no_info,born 1940,
Dimitrie Cuclin,ROMANIA,no_info,1885,1978
Constantin Dimitrescu,ROMANIA,no_info,1847,1928
Violeta Dinescu,ROMANIA,no_info,1953,
Grigoraș Dinicu,ROMANIA,no_info,1889,1949
Felicia Donceanu,ROMANIA,no_info,1931,
Sabin Drăgoi,ROMANIA,no_info,1894,1968
Iancu Dumitrescu,ROMANIA,no_info,1944,
George Enescu,ROMANIA,no_info,1881,1955
Valentin Gheorghiu,ROMANIA,no_info,1928,
Irina Olga Hasnaş,ROMANIA,no_info,1954,
Philip Herschkowitz,ROMANIA,no_info,1906,1989
Mircea Hoinic,ROMANIA,no_info,1910,1986
Ion Ivanovici,ROMANIA,no_info,1845,1902
Nicolae Kirculescu,ROMANIA,no_info,1903,1985
Dumitru Georgescu Kiriac,ROMANIA,no_info,1866,1928
Sorin Lerescu,ROMANIA,no_info,1953,
Sammy Lerner,ROMANIA,no_info,1903,1989
György Ligeti,ROMANIA,no_info,1923,2006
Dinu Lipatti,ROMANIA,no_info,1917,1950
Myriam Marbe,ROMANIA,no_info,1931,1997
Cristian Matei,ROMANIA,no_info,1977,
Marcel Mihalovici,ROMANIA,no_info,1898,1985
Teo Milea,ROMANIA,no_info,1982,
Gavriil Musicescu,ROMANIA,no_info,1847,1903
Octavian Nemescu,ROMANIA,no_info,1940,
Ştefan Niculescu,ROMANIA,no_info,1927,2008
Irina Odăgescu,ROMANIA,no_info,1937,
Anton Pann,ROMANIA,no_info,1790s,1854
Cristian Pațurcă,ROMANIA,no_info,1964,2011
Ionel Perlea,ROMANIA,no_info,1900,1970
Carmen Petra-Basacopol,ROMANIA,no_info,1926,
Ciprian Porumbescu,ROMANIA,no_info,1853,1883
Horațiu Rădulescu,ROMANIA,no_info,1942,2008
Doina Rotaru,ROMANIA,no_info,1951,
Constantin Silvestri,ROMANIA,no_info,1913,1969
Matei Socor,ROMANIA,no_info,1908,1980
Cornelia Tăutu,ROMANIA,no_info,1938,
Octave Octavian Teodorescu,ROMANIA,no_info,1963,
Cornel Trăilescu,ROMANIA,no_info,1926,
Anatol Vieru,ROMANIA,no_info,1926,1998
Marina Marta Vlad,ROMANIA,no_info,1949,
Nikolay Diletsky,RUSSIA,Classical,c. 1630,after 1680
Vasily Polikarpovich Titov,RUSSIA,Classical,c. 1650,c. 1715
Yekaterina Sinyavina,RUSSIA,Classical,died 1784,
Grigory Teplov,RUSSIA,Classical,1711/1717,1779
Gregory Skovoroda,RUSSIA,Classical,1722,1794
Vasily Pashkevich,RUSSIA,Classical,c.1742,1797
Maxim Berezovsky,RUSSIA,Classical,c.1745,1777
Ivan Khandoshkin,RUSSIA,Classical,1747,1804
Mariya Zubova,RUSSIA,Classical,1749,1799
Dmitry Bortniansky,RUSSIA,Classical,1751,1825
Mikhail Sokolovsky,RUSSIA,Classical,1756,1795
Osip Kozlovsky,RUSSIA,Classical,1757,1831
Fedor Mikhailovich Dubiansky,RUSSIA,Classical,1760,1796
Yevstigney Fomin,RUSSIA,Classical,1761,1800
Artemy Vedel,RUSSIA,Classical,c.1767,1808
Alexey Titov,RUSSIA,Classical,1769,1827
Ekaterina Likoshin,RUSSIA,Classical,1780,1840
Alexander Alyabyev,RUSSIA,Classical,1787,1851
Marie von Stedingk,RUSSIA,Classical,1799,1868
Alexey Verstovsky,RUSSIA,Classical,1799-1862,
Katerina Maier,RUSSIA,Classical,fl. c. 1800,
Alexander Egorovich Varlamov,RUSSIA,Classical,1801,1848
Aleksander Gurilyov,RUSSIA,Classical,1803,1858
Mikhail Glinka,RUSSIA,Classical,1804,1857
Alexander Serov,RUSSIA,Classical,1820,1871
Alexander Dargomyzhsky,RUSSIA,Classical,1813,1869
Semen Hulak-Artemovsky,RUSSIA,Classical,1813,1873
Anton Rubinstein,RUSSIA,Classical,1829,1894
Ivan Larionov,RUSSIA,Classical,1830,1889
Alexander Borodin,RUSSIA,Classical,1833,1887
César Cui,RUSSIA,Classical,1835,1918
Mily Balakirev,RUSSIA,Classical,1837,1910
Modest Mussorgsky,RUSSIA,Classical,1839,1881
Pyotr Ilyich Tchaikovsky,RUSSIA,Classical,1840,1893
Nikolai Rimsky-Korsakov,RUSSIA,Classical,1844,1908
Ella Adayevskaya,RUSSIA,Classical,1846,1926
Alexander Arkhangelsky,RUSSIA,Classical,1846,1924
Nicolai Soloviev,RUSSIA,Classical,1846,1916
David Nowakowsky,RUSSIA,Classical,1848,1921
Alexander Taneyev,RUSSIA,Classical,1850,1918
Alexander Kopylov,RUSSIA,Classical,1854,1911
Anatoly Lyadov,RUSSIA,Classical,1855,1914
Sergei Taneyev,RUSSIA,Classical,1856,1915
Nikolai Artsybushev,RUSSIA,Classical,1858,1937
Alexander Ilyinsky,RUSSIA,Classical,1859,1920
Nikolay Sokolov,RUSSIA,Classical,1859,1922
Sergei Lyapunov,RUSSIA,Classical,1859,1924
Arthur Friedheim,RUSSIA,Classical,1859,1932
Mikhail Ippolitov-Ivanov,RUSSIA,Classical,1859,1935
Victor Ewald,RUSSIA,Classical,1860,1935
Anton Arensky,RUSSIA,Classical,1861,1906
Mikhail Matyushin,RUSSIA,Classical,1861,1934
Jāzeps Vītols,RUSSIA,Classical,1863,1948
Alexander Gretchaninov,RUSSIA,Classical,1864,1956
Alexander Glazunov,RUSSIA,Classical,1865,1936
Alexander Winkler,RUSSIA,Classical,1865,1935
Vasily Kalinnikov,RUSSIA,Classical,1866,1901
